fecha,simbolo,lado,cantidad,precio,comision
2026-07-12 05:39:00,ETHUSDT,buy,0.148,3386.52,0.2005
2026-07-12 06:11:00,ETHUSDT,sell,0.221,3344.52,0.2957
2026-07-12 08:56:00,ETHUSDT,sell,0.148,3409.65,0.2019
2026-07-12 09:00:00,BTCUSDT,buy,0.276,62247.37,6.8721
2026-07-12 12:34:00,BTCUSDT,sell,0.483,63062.24,12.1836
2026-07-12 12:35:00,BTCUSDT,sell,0.276,62914.56,6.9458
2026-07-12 13:48:00,BTCUSDT,buy,0.418,62291.95,10.4152
2026-07-12 16:25:00,BTCUSDT,sell,0.418,62063.56,10.377
2026-07-12 19:18:00,ETHUSDT,buy,0.187,3393.5,0.2538
2026-07-12 23:26:00,ETHUSDT,sell,0.187,3400.83,0.2544
2026-07-13 00:47:00,BTCUSDT,buy,0.12,63469.33,3.0465
2026-07-13 07:25:00,ETHUSDT,buy,0.376,3412.72,0.5133
2026-07-13 07:35:00,BTCUSDT,sell,0.12,63172.05,3.0323
2026-07-13 10:03:00,ETHUSDT,sell,0.376,3415.6,0.5137
2026-07-13 14:01:00,BTCUSDT,buy,0.38,64163.34,9.7528
2026-07-13 18:59:00,BTCUSDT,buy,0.416,64178.32,10.6793
2026-07-13 19:25:00,BTCUSDT,sell,0.416,63276.28,10.5292
2026-07-13 22:48:00,BTCUSDT,sell,0.38,63580.23,9.6642
2026-07-14 00:28:00,SOLUSDT,buy,0.48,135.93,0.0261
2026-07-14 01:13:00,BTCUSDT,buy,0.482,65060.7,12.5437
2026-07-14 04:33:00,SOLUSDT,sell,0.48,133.68,0.0257
2026-07-14 06:28:00,ETHUSDT,buy,0.289,3419.04,0.3952
2026-07-14 07:48:00,BTCUSDT,sell,0.482,65447.33,12.6182
2026-07-14 09:13:00,ETHUSDT,buy,0.387,3480.15,0.5387
2026-07-14 10:30:00,SOLUSDT,buy,0.382,135.66,0.0207
2026-07-14 10:48:00,ETHUSDT,sell,0.289,3426.68,0.3961
2026-07-14 13:15:00,BTCUSDT,buy,0.154,65165.07,4.0142
2026-07-14 14:58:00,SOLUSDT,sell,0.382,135.36,0.0207
2026-07-14 17:00:00,ETHUSDT,buy,0.179,3547.89,0.254
2026-07-14 17:57:00,ETHUSDT,sell,0.179,3596.58,0.2575
2026-07-14 17:58:00,ETHUSDT,sell,0.387,3486.92,0.5398
2026-07-14 21:16:00,BTCUSDT,sell,0.154,66571.11,4.1008
2026-07-14 22:53:00,SOLUSDT,buy,0.116,135.32,0.0063
2026-07-15 03:23:00,SOLUSDT,sell,0.116,135.02,0.0063
2026-07-15 05:17:00,SOLUSDT,buy,0.056,134.74,0.003
2026-07-15 06:29:00,SOLUSDT,sell,0.056,136.91,0.0031
2026-07-15 08:04:00,ETHUSDT,buy,0.148,3563.89,0.211
2026-07-15 14:36:00,ETHUSDT,buy,0.26,3524.26,0.3665
2026-07-15 16:35:00,ETHUSDT,sell,0.148,3565.87,0.2111
2026-07-15 16:47:00,ETHUSDT,sell,0.26,3524.65,0.3666
2026-07-15 16:48:00,SOLUSDT,buy,0.263,134.52,0.0142
2026-07-15 17:57:00,ETHUSDT,buy,0.252,3563.6,0.3592
2026-07-15 20:14:00,ETHUSDT,buy,0.084,3634.85,0.1221
2026-07-15 21:54:00,SOLUSDT,sell,0.263,135.35,0.0142
2026-07-15 21:56:00,ETHUSDT,sell,0.084,3589.87,0.1206
2026-07-15 22:42:00,ETHUSDT,sell,0.252,3467.34,0.3495
2026-07-16 01:12:00,BTCUSDT,buy,0.322,65119.47,8.3874
2026-07-16 02:39:00,ETHUSDT,buy,0.454,3627.22,0.6587
2026-07-16 03:21:00,ETHUSDT,buy,0.357,3675.23,0.5248
2026-07-16 05:03:00,ETHUSDT,buy,0.104,3644.37,0.1516
2026-07-16 08:19:00,BTCUSDT,buy,0.104,65125.21,2.7092
2026-07-16 08:55:00,SOLUSDT,buy,0.217,135.43,0.0118
2026-07-16 10:02:00,BTCUSDT,sell,0.322,65952.81,8.4947
2026-07-16 10:26:00,ETHUSDT,sell,0.357,3771.54,0.5386
2026-07-16 10:52:00,ETHUSDT,sell,0.104,3671.19,0.1527
2026-07-16 11:06:00,ETHUSDT,sell,0.454,3602.43,0.6542
2026-07-16 11:49:00,BTCUSDT,sell,0.104,63729.02,2.6511
2026-07-16 14:26:00,ETHUSDT,buy,0.39,3718.02,0.58
2026-07-16 15:25:00,ETHUSDT,sell,0.39,3770.55,0.5882
2026-07-16 15:47:00,SOLUSDT,sell,0.217,134.85,0.0117
2026-07-16 15:48:00,ETHUSDT,buy,0.336,3769.93,0.5067
2026-07-16 18:30:00,ETHUSDT,sell,0.336,3796.81,0.5103
2026-07-16 18:34:00,BTCUSDT,buy,0.398,64602.96,10.2848
2026-07-17 00:27:00,BTCUSDT,buy,0.299,63535.41,7.5988
2026-07-17 01:38:00,SOLUSDT,buy,0.253,137.52,0.0139
2026-07-17 02:02:00,BTCUSDT,sell,0.398,64963.15,10.3421
2026-07-17 04:05:00,BTCUSDT,sell,0.299,64545.57,7.7197
2026-07-17 04:09:00,SOLUSDT,sell,0.253,138.55,0.014
2026-07-17 04:34:00,SOLUSDT,buy,0.298,134.5,0.016
2026-07-17 07:38:00,SOLUSDT,sell,0.298,135.02,0.0161
2026-07-17 08:36:00,ETHUSDT,buy,0.383,3752.33,0.5749
2026-07-17 13:12:00,ETHUSDT,sell,0.383,3789.45,0.5805
2026-07-17 14:41:00,ETHUSDT,buy,0.351,3755.4,0.5273
2026-07-17 16:53:00,ETHUSDT,sell,0.351,3812.68,0.5353
2026-07-17 20:40:00,BTCUSDT,buy,0.458,63763.99,11.6816
2026-07-17 23:02:00,SOLUSDT,buy,0.392,133.34,0.0209
2026-07-18 04:12:00,BTCUSDT,buy,0.204,63862.44,5.2112
2026-07-18 05:19:00,BTCUSDT,sell,0.458,64303.58,11.7804
2026-07-18 05:55:00,BTCUSDT,sell,0.204,64270.8,5.2445
2026-07-18 06:29:00,SOLUSDT,sell,0.392,133.96,0.021
2026-07-18 06:44:00,ETHUSDT,buy,0.141,3709.13,0.2092
2026-07-18 07:14:00,ETHUSDT,sell,0.141,3774.35,0.2129
2026-07-18 10:45:00,SOLUSDT,buy,0.145,131.71,0.0076
2026-07-18 11:46:00,ETHUSDT,buy,0.212,3660.66,0.3104
2026-07-18 15:31:00,SOLUSDT,sell,0.145,133.66,0.0078
2026-07-18 17:38:00,SOLUSDT,buy,0.092,132.35,0.0049
2026-07-18 20:31:00,ETHUSDT,sell,0.212,3666.82,0.3109
2026-07-18 21:32:00,ETHUSDT,buy,0.19,3636.95,0.2764
2026-07-18 22:02:00,SOLUSDT,sell,0.092,129.56,0.0048
2026-07-18 22:04:00,ETHUSDT,sell,0.19,3605.6,0.274
2026-07-18 22:18:00,BTCUSDT,buy,0.412,62895.29,10.3651
2026-07-18 23:25:00,BTCUSDT,buy,0.422,61778.31,10.4282
2026-07-19 02:02:00,ETHUSDT,buy,0.118,3642.3,0.1719
2026-07-19 04:03:00,ETHUSDT,sell,0.118,3617.32,0.1707
2026-07-19 06:49:00,BTCUSDT,sell,0.412,63570.22,10.4764
2026-07-19 07:34:00,BTCUSDT,sell,0.422,62939.11,10.6241
2026-07-19 08:30:00,SOLUSDT,buy,0.256,131.0,0.0134
2026-07-19 09:00:00,BTCUSDT,buy,0.464,61868.91,11.4829
2026-07-19 14:21:00,BTCUSDT,sell,0.464,61432.6,11.4019
2026-07-19 14:50:00,BTCUSDT,buy,0.364,61859.0,9.0067
2026-07-19 15:56:00,BTCUSDT,buy,0.136,61397.59,3.34
2026-07-19 16:54:00,BTCUSDT,sell,0.364,63007.47,9.1739
2026-07-19 18:04:00,SOLUSDT,sell,0.256,129.05,0.0132
2026-07-19 20:33:00,BTCUSDT,sell,0.136,63168.5,3.4364
2026-07-19 21:33:00,BTCUSDT,buy,0.498,62160.02,12.3823
2026-07-20 02:28:00,BTCUSDT,sell,0.498,62259.96,12.4022
2026-07-20 03:33:00,ETHUSDT,buy,0.287,3656.75,0.4198
2026-07-20 04:17:00,BTCUSDT,buy,0.188,63101.25,4.7452
2026-07-20 04:49:00,BTCUSDT,sell,0.188,62906.22,4.7305
2026-07-20 09:02:00,BTCUSDT,buy,0.086,63783.91,2.1942
2026-07-20 13:03:00,ETHUSDT,sell,0.287,3634.57,0.4172
2026-07-20 13:05:00,BTCUSDT,sell,0.086,63148.16,2.1723
2026-07-20 13:09:00,SOLUSDT,buy,0.065,131.83,0.0034
2026-07-20 17:14:00,SOLUSDT,buy,0.053,130.97,0.0028
2026-07-20 19:05:00,SOLUSDT,sell,0.065,131.52,0.0034
2026-07-20 22:02:00,SOLUSDT,buy,0.14,132.37,0.0074
2026-07-20 22:23:00,SOLUSDT,sell,0.053,132.37,0.0028
2026-07-21 01:30:00,SOLUSDT,sell,0.14,133.33,0.0075
2026-07-21 02:30:00,BTCUSDT,buy,0.183,63976.35,4.6831
2026-07-21 04:35:00,SOLUSDT,buy,0.46,133.58,0.0246
2026-07-21 05:42:00,SOLUSDT,sell,0.46,132.67,0.0244
2026-07-21 06:19:00,SOLUSDT,buy,0.061,133.98,0.0033
2026-07-21 07:15:00,ETHUSDT,buy,0.252,3650.93,0.368
2026-07-21 08:42:00,SOLUSDT,buy,0.198,137.08,0.0109
2026-07-21 08:54:00,SOLUSDT,sell,0.061,133.93,0.0033
2026-07-21 11:07:00,BTCUSDT,sell,0.183,65349.39,4.7836
2026-07-21 12:01:00,SOLUSDT,sell,0.198,137.23,0.0109
2026-07-21 12:46:00,ETHUSDT,sell,0.252,3629.35,0.3658
2026-07-21 13:40:00,SOLUSDT,buy,0.349,137.07,0.0191
2026-07-21 16:59:00,ETHUSDT,buy,0.085,3634.53,0.1236
2026-07-21 18:31:00,ETHUSDT,sell,0.085,3647.4,0.124
2026-07-21 20:17:00,SOLUSDT,sell,0.349,136.86,0.0191
2026-07-21 21:04:00,ETHUSDT,buy,0.484,3652.48,0.7071
2026-07-22 00:36:00,ETHUSDT,buy,0.412,3656.17,0.6025
2026-07-22 00:46:00,ETHUSDT,sell,0.484,3651.75,0.707
2026-07-22 02:15:00,ETHUSDT,sell,0.412,3624.22,0.5973
2026-07-22 07:07:00,BTCUSDT,buy,0.464,63367.06,11.7609
2026-07-22 10:34:00,BTCUSDT,sell,0.464,63583.99,11.8012
2026-07-22 10:43:00,ETHUSDT,buy,0.334,3652.87,0.488
2026-07-22 14:40:00,SOLUSDT,buy,0.078,137.43,0.0043
2026-07-22 15:06:00,ETHUSDT,sell,0.334,3608.78,0.4821
2026-07-22 15:53:00,SOLUSDT,sell,0.078,137.74,0.0043
2026-07-22 16:49:00,ETHUSDT,buy,0.203,3651.54,0.2965
2026-07-22 21:37:00,ETHUSDT,sell,0.203,3563.29,0.2893
2026-07-22 22:34:00,ETHUSDT,buy,0.36,3709.77,0.5342
2026-07-22 23:05:00,ETHUSDT,buy,0.413,3700.91,0.6114
2026-07-23 00:21:00,ETHUSDT,sell,0.413,3647.65,0.6026
2026-07-23 01:34:00,BTCUSDT,buy,0.26,64152.2,6.6718
2026-07-23 03:26:00,ETHUSDT,sell,0.36,3735.28,0.5379
2026-07-23 05:44:00,ETHUSDT,buy,0.273,3708.73,0.405
2026-07-23 06:02:00,ETHUSDT,sell,0.273,3692.48,0.4032
2026-07-23 08:19:00,BTCUSDT,sell,0.26,65010.26,6.7611
2026-07-23 08:49:00,SOLUSDT,buy,0.323,138.47,0.0179
2026-07-23 13:14:00,ETHUSDT,buy,0.086,3666.87,0.1261
2026-07-23 14:34:00,SOLUSDT,sell,0.323,136.11,0.0176
2026-07-23 15:05:00,ETHUSDT,buy,0.065,3667.09,0.0953
2026-07-23 16:46:00,ETHUSDT,sell,0.086,3730.99,0.1283
2026-07-23 18:21:00,SOLUSDT,buy,0.097,139.25,0.0054
2026-07-23 19:44:00,SOLUSDT,sell,0.097,140.95,0.0055
2026-07-24 00:10:00,ETHUSDT,buy,0.274,3681.36,0.4035
2026-07-24 00:40:00,ETHUSDT,sell,0.065,3688.69,0.0959
2026-07-24 07:57:00,ETHUSDT,sell,0.274,3696.91,0.4052
