timestamp,fecha,hora,dia_semana,franja_horaria,par,estrategia,direccion,resultado,monto,ganancia,balance,racha_perdidas_momento
2026-07-20 13:04:00,2026-07-20,13:04:00,lunes,13:00-13:59,EURJPY-OTC,reversion_bb,BUY,win,2.0,1.6,253.12,0
2026-07-20 13:09:00,2026-07-20,13:09:00,lunes,13:00-13:59,EURUSD-OTC,patron_velas,SELL,win,2.0,1.74,254.86,0
2026-07-20 13:19:00,2026-07-20,13:19:00,lunes,13:00-13:59,EURJPY-OTC,patron_velas,BUY,loss,2.0,-2.0,252.86,1
2026-07-20 13:25:00,2026-07-20,13:25:00,lunes,13:00-13:59,GBPUSD-OTC,reversion_bb,BUY,loss,4.4,-4.4,248.46,2
2026-07-20 13:35:00,2026-07-20,13:35:00,lunes,13:00-13:59,GBPUSD-OTC,tendencia_rsi,SELL,win,9.68,8.23,256.69,0
2026-07-20 13:51:00,2026-07-20,13:51:00,lunes,13:00-13:59,GBPUSD-OTC,tendencia_rsi,BUY,win,2.0,1.7,258.39,0
2026-07-20 13:55:00,2026-07-20,13:55:00,lunes,13:00-13:59,USDJPY-OTC,tendencia_rsi,BUY,loss,2.0,-2.0,256.39,1
2026-07-20 14:15:00,2026-07-20,14:15:00,lunes,14:00-14:59,EURUSD-OTC,tendencia_rsi,SELL,win,2.0,1.74,258.13,0
2026-07-20 14:18:00,2026-07-20,14:18:00,lunes,14:00-14:59,EURUSD-OTC,patron_velas,SELL,win,2.0,1.74,259.87,0
2026-07-20 14:30:00,2026-07-20,14:30:00,lunes,14:00-14:59,GBPUSD-OTC,tendencia_rsi,BUY,win,2.0,1.7,261.57,0
2026-07-20 14:55:00,2026-07-20,14:55:00,lunes,14:00-14:59,GBPUSD-OTC,reversion_bb,BUY,loss,2.0,-2.0,259.57,1
2026-07-20 15:10:00,2026-07-20,15:10:00,lunes,15:00-15:59,EURUSD-OTC,reversion_bb,SELL,loss,2.0,-2.0,257.57,1
2026-07-20 15:24:00,2026-07-20,15:24:00,lunes,15:00-15:59,AUDCAD-OTC,tendencia_rsi,BUY,win,2.0,1.58,259.15,0
2026-07-20 15:34:00,2026-07-20,15:34:00,lunes,15:00-15:59,EURJPY-OTC,patron_velas,SELL,loss,4.4,-4.4,254.75,2
2026-07-20 15:50:00,2026-07-20,15:50:00,lunes,15:00-15:59,EURJPY-OTC,patron_velas,BUY,loss,9.68,-9.68,245.07,0
2026-07-20 16:01:00,2026-07-20,16:01:00,lunes,16:00-16:59,AUDCAD-OTC,tendencia_rsi,BUY,win,2.0,1.58,246.65,0
2026-07-20 16:18:00,2026-07-20,16:18:00,lunes,16:00-16:59,AUDCAD-OTC,patron_velas,BUY,win,2.0,1.58,248.23,0
2026-07-20 16:31:00,2026-07-20,16:31:00,lunes,16:00-16:59,USDJPY-OTC,tendencia_rsi,BUY,win,4.4,3.61,251.84,0
2026-07-20 16:43:00,2026-07-20,16:43:00,lunes,16:00-16:59,EURJPY-OTC,reversion_bb,SELL,win,2.0,1.6,253.44,0
2026-07-20 16:51:00,2026-07-20,16:51:00,lunes,16:00-16:59,EURJPY-OTC,tendencia_rsi,SELL,win,2.0,1.6,255.04,0
2026-07-20 16:59:00,2026-07-20,16:59:00,lunes,16:00-16:59,GBPUSD-OTC,tendencia_rsi,BUY,loss,4.4,-4.4,250.64,2
2026-07-20 17:23:00,2026-07-20,17:23:00,lunes,17:00-17:59,EURUSD-OTC,reversion_bb,SELL,win,4.4,3.83,254.47,0
2026-07-20 17:33:00,2026-07-20,17:33:00,lunes,17:00-17:59,GBPUSD-OTC,reversion_bb,SELL,win,9.68,8.23,262.7,0
2026-07-20 17:57:00,2026-07-20,17:57:00,lunes,17:00-17:59,AUDCAD-OTC,reversion_bb,SELL,loss,2.0,-2.0,260.7,1
2026-07-20 18:18:00,2026-07-20,18:18:00,lunes,18:00-18:59,EURUSD-OTC,patron_velas,SELL,win,2.0,1.74,262.44,0
2026-07-20 18:40:00,2026-07-20,18:40:00,lunes,18:00-18:59,AUDCAD-OTC,tendencia_rsi,BUY,win,4.4,3.48,265.92,0
2026-07-20 18:42:00,2026-07-20,18:42:00,lunes,18:00-18:59,USDJPY-OTC,tendencia_rsi,BUY,loss,2.0,-2.0,263.92,1
2026-07-20 18:58:00,2026-07-20,18:58:00,lunes,18:00-18:59,EURUSD-OTC,patron_velas,SELL,loss,2.0,-2.0,261.92,1
2026-07-20 19:02:00,2026-07-20,19:02:00,lunes,19:00-19:59,GBPUSD-OTC,tendencia_rsi,BUY,win,2.0,1.7,263.62,0
2026-07-20 19:19:00,2026-07-20,19:19:00,lunes,19:00-19:59,AUDCAD-OTC,patron_velas,SELL,win,2.0,1.58,265.2,0
2026-07-20 19:38:00,2026-07-20,19:38:00,lunes,19:00-19:59,AUDCAD-OTC,patron_velas,SELL,loss,2.0,-2.0,263.2,1
2026-07-20 20:02:00,2026-07-20,20:02:00,lunes,20:00-20:59,GBPUSD-OTC,tendencia_rsi,SELL,loss,2.0,-2.0,261.2,1
2026-07-20 20:08:00,2026-07-20,20:08:00,lunes,20:00-20:59,EURJPY-OTC,reversion_bb,BUY,loss,2.0,-2.0,259.2,1
2026-07-20 20:22:00,2026-07-20,20:22:00,lunes,20:00-20:59,AUDCAD-OTC,patron_velas,SELL,loss,4.4,-4.4,254.8,2
2026-07-20 20:38:00,2026-07-20,20:38:00,lunes,20:00-20:59,USDJPY-OTC,patron_velas,BUY,win,4.4,3.61,258.41,0
2026-07-20 20:46:00,2026-07-20,20:46:00,lunes,20:00-20:59,GBPUSD-OTC,reversion_bb,SELL,loss,4.4,-4.4,254.01,2
2026-07-20 20:56:00,2026-07-20,20:56:00,lunes,20:00-20:59,EURUSD-OTC,reversion_bb,SELL,win,4.4,3.83,257.84,0
2026-07-21 08:49:00,2026-07-21,08:49:00,martes,08:00-08:59,USDJPY-OTC,reversion_bb,BUY,win,2.0,1.64,259.48,0
2026-07-21 09:04:00,2026-07-21,09:04:00,martes,09:00-09:59,EURUSD-OTC,tendencia_rsi,BUY,loss,2.0,-2.0,257.48,1
2026-07-21 09:21:00,2026-07-21,09:21:00,martes,09:00-09:59,GBPUSD-OTC,patron_velas,SELL,win,9.68,8.23,265.71,0
2026-07-21 09:38:00,2026-07-21,09:38:00,martes,09:00-09:59,AUDCAD-OTC,patron_velas,SELL,win,9.68,7.65,273.36,0
2026-07-21 10:03:00,2026-07-21,10:03:00,martes,10:00-10:59,AUDCAD-OTC,patron_velas,SELL,loss,2.0,-2.0,271.36,1
2026-07-21 10:14:00,2026-07-21,10:14:00,martes,10:00-10:59,EURJPY-OTC,patron_velas,SELL,loss,4.4,-4.4,266.96,2
2026-07-21 10:34:00,2026-07-21,10:34:00,martes,10:00-10:59,EURJPY-OTC,tendencia_rsi,BUY,win,9.68,7.74,274.7,0
2026-07-21 10:55:00,2026-07-21,10:55:00,martes,10:00-10:59,EURJPY-OTC,tendencia_rsi,SELL,win,2.0,1.6,276.3,0
2026-07-21 11:14:00,2026-07-21,11:14:00,martes,11:00-11:59,AUDCAD-OTC,tendencia_rsi,BUY,loss,4.4,-4.4,271.9,2
2026-07-21 11:33:00,2026-07-21,11:33:00,martes,11:00-11:59,EURJPY-OTC,reversion_bb,SELL,loss,2.0,-2.0,269.9,1
2026-07-21 11:43:00,2026-07-21,11:43:00,martes,11:00-11:59,GBPUSD-OTC,reversion_bb,SELL,win,2.0,1.7,271.6,0
2026-07-21 12:01:00,2026-07-21,12:01:00,martes,12:00-12:59,USDJPY-OTC,tendencia_rsi,SELL,loss,2.0,-2.0,269.6,1
2026-07-21 12:07:00,2026-07-21,12:07:00,martes,12:00-12:59,EURUSD-OTC,tendencia_rsi,SELL,win,4.4,3.83,273.43,0
2026-07-21 12:19:00,2026-07-21,12:19:00,martes,12:00-12:59,USDJPY-OTC,tendencia_rsi,BUY,win,4.4,3.61,277.04,0
2026-07-21 12:37:00,2026-07-21,12:37:00,martes,12:00-12:59,AUDCAD-OTC,reversion_bb,SELL,loss,9.68,-9.68,267.36,0
2026-07-21 12:39:00,2026-07-21,12:39:00,martes,12:00-12:59,EURJPY-OTC,patron_velas,BUY,loss,4.4,-4.4,262.96,2
2026-07-21 12:58:00,2026-07-21,12:58:00,martes,12:00-12:59,GBPUSD-OTC,patron_velas,BUY,win,2.0,1.7,264.66,0
2026-07-21 13:17:00,2026-07-21,13:17:00,martes,13:00-13:59,AUDCAD-OTC,patron_velas,SELL,win,2.0,1.58,266.24,0
2026-07-21 13:24:00,2026-07-21,13:24:00,martes,13:00-13:59,USDJPY-OTC,patron_velas,BUY,loss,2.0,-2.0,264.24,1
2026-07-21 13:32:00,2026-07-21,13:32:00,martes,13:00-13:59,EURUSD-OTC,tendencia_rsi,BUY,win,2.0,1.74,265.98,0
2026-07-21 13:42:00,2026-07-21,13:42:00,martes,13:00-13:59,EURJPY-OTC,tendencia_rsi,BUY,loss,9.68,-9.68,256.3,0
2026-07-21 13:50:00,2026-07-21,13:50:00,martes,13:00-13:59,EURJPY-OTC,patron_velas,BUY,win,2.0,1.6,257.9,0
2026-07-21 14:10:00,2026-07-21,14:10:00,martes,14:00-14:59,USDJPY-OTC,reversion_bb,SELL,win,4.4,3.61,261.51,0
2026-07-21 14:28:00,2026-07-21,14:28:00,martes,14:00-14:59,GBPUSD-OTC,tendencia_rsi,SELL,win,2.0,1.7,263.21,0
2026-07-21 14:34:00,2026-07-21,14:34:00,martes,14:00-14:59,GBPUSD-OTC,tendencia_rsi,BUY,win,2.0,1.7,264.91,0
2026-07-21 14:45:00,2026-07-21,14:45:00,martes,14:00-14:59,EURUSD-OTC,patron_velas,SELL,loss,2.0,-2.0,262.91,1
2026-07-21 14:49:00,2026-07-21,14:49:00,martes,14:00-14:59,EURUSD-OTC,reversion_bb,SELL,win,4.4,3.83,266.74,0
2026-07-21 15:04:00,2026-07-21,15:04:00,martes,15:00-15:59,GBPUSD-OTC,patron_velas,BUY,loss,2.0,-2.0,264.74,1
2026-07-21 15:12:00,2026-07-21,15:12:00,martes,15:00-15:59,GBPUSD-OTC,reversion_bb,SELL,loss,4.4,-4.4,260.34,2
2026-07-21 15:20:00,2026-07-21,15:20:00,martes,15:00-15:59,AUDCAD-OTC,tendencia_rsi,SELL,loss,2.0,-2.0,258.34,1
2026-07-21 15:24:00,2026-07-21,15:24:00,martes,15:00-15:59,EURJPY-OTC,patron_velas,SELL,loss,2.0,-2.0,256.34,1
2026-07-21 15:34:00,2026-07-21,15:34:00,martes,15:00-15:59,USDJPY-OTC,tendencia_rsi,SELL,loss,2.0,-2.0,254.34,1
2026-07-21 15:40:00,2026-07-21,15:40:00,martes,15:00-15:59,USDJPY-OTC,patron_velas,BUY,loss,4.4,-4.4,249.94,2
2026-07-21 15:54:00,2026-07-21,15:54:00,martes,15:00-15:59,GBPUSD-OTC,patron_velas,SELL,loss,9.68,-9.68,240.26,0
2026-07-21 16:11:00,2026-07-21,16:11:00,martes,16:00-16:59,EURUSD-OTC,tendencia_rsi,BUY,loss,2.0,-2.0,238.26,1
2026-07-21 16:20:00,2026-07-21,16:20:00,martes,16:00-16:59,USDJPY-OTC,patron_velas,SELL,win,9.68,7.94,246.2,0
2026-07-21 16:40:00,2026-07-21,16:40:00,martes,16:00-16:59,GBPUSD-OTC,patron_velas,SELL,win,2.0,1.7,247.9,0
2026-07-21 17:02:00,2026-07-21,17:02:00,martes,17:00-17:59,GBPUSD-OTC,patron_velas,BUY,win,2.0,1.7,249.6,0
2026-07-21 17:07:00,2026-07-21,17:07:00,martes,17:00-17:59,AUDCAD-OTC,tendencia_rsi,SELL,win,4.4,3.48,253.08,0
2026-07-21 17:25:00,2026-07-21,17:25:00,martes,17:00-17:59,EURUSD-OTC,tendencia_rsi,SELL,win,4.4,3.83,256.91,0
2026-07-21 17:35:00,2026-07-21,17:35:00,martes,17:00-17:59,USDJPY-OTC,reversion_bb,BUY,win,2.0,1.64,258.55,0
2026-07-21 17:57:00,2026-07-21,17:57:00,martes,17:00-17:59,EURJPY-OTC,patron_velas,BUY,loss,4.4,-4.4,254.15,2
2026-07-21 18:11:00,2026-07-21,18:11:00,martes,18:00-18:59,GBPUSD-OTC,reversion_bb,SELL,win,2.0,1.7,255.85,0
2026-07-21 18:30:00,2026-07-21,18:30:00,martes,18:00-18:59,AUDCAD-OTC,patron_velas,SELL,loss,2.0,-2.0,253.85,1
2026-07-21 18:41:00,2026-07-21,18:41:00,martes,18:00-18:59,AUDCAD-OTC,reversion_bb,SELL,win,4.4,3.48,257.33,0
2026-07-21 18:58:00,2026-07-21,18:58:00,martes,18:00-18:59,USDJPY-OTC,patron_velas,SELL,loss,2.0,-2.0,255.33,1
2026-07-21 19:00:00,2026-07-21,19:00:00,martes,19:00-19:59,EURUSD-OTC,tendencia_rsi,SELL,loss,2.0,-2.0,253.33,1
2026-07-21 19:23:00,2026-07-21,19:23:00,martes,19:00-19:59,EURJPY-OTC,tendencia_rsi,BUY,loss,9.68,-9.68,243.65,0
2026-07-21 19:43:00,2026-07-21,19:43:00,martes,19:00-19:59,USDJPY-OTC,tendencia_rsi,SELL,win,4.4,3.61,247.26,0
2026-07-21 19:53:00,2026-07-21,19:53:00,martes,19:00-19:59,GBPUSD-OTC,tendencia_rsi,SELL,loss,2.0,-2.0,245.26,1
2026-07-21 19:59:00,2026-07-21,19:59:00,martes,19:00-19:59,GBPUSD-OTC,patron_velas,SELL,win,4.4,3.74,249.0,0
2026-07-21 20:15:00,2026-07-21,20:15:00,martes,20:00-20:59,EURUSD-OTC,tendencia_rsi,BUY,win,4.4,3.83,252.83,0
2026-07-21 20:20:00,2026-07-21,20:20:00,martes,20:00-20:59,USDJPY-OTC,reversion_bb,SELL,win,2.0,1.64,254.47,0
2026-07-21 20:42:00,2026-07-21,20:42:00,martes,20:00-20:59,AUDCAD-OTC,patron_velas,BUY,loss,2.0,-2.0,252.47,1
2026-07-21 20:53:00,2026-07-21,20:53:00,martes,20:00-20:59,GBPUSD-OTC,tendencia_rsi,SELL,win,2.0,1.7,254.17,0
2026-07-22 09:54:00,2026-07-22,09:54:00,miércoles,09:00-09:59,USDJPY-OTC,reversion_bb,BUY,loss,2.0,-2.0,252.17,1
2026-07-22 10:16:00,2026-07-22,10:16:00,miércoles,10:00-10:59,USDJPY-OTC,tendencia_rsi,BUY,win,4.4,3.61,255.78,0
2026-07-22 10:39:00,2026-07-22,10:39:00,miércoles,10:00-10:59,EURUSD-OTC,patron_velas,SELL,win,2.0,1.74,257.52,0
2026-07-22 10:41:00,2026-07-22,10:41:00,miércoles,10:00-10:59,AUDCAD-OTC,tendencia_rsi,BUY,loss,4.4,-4.4,253.12,2
2026-07-22 10:45:00,2026-07-22,10:45:00,miércoles,10:00-10:59,GBPUSD-OTC,patron_velas,SELL,loss,2.0,-2.0,251.12,1
2026-07-22 11:02:00,2026-07-22,11:02:00,miércoles,11:00-11:59,USDJPY-OTC,tendencia_rsi,BUY,win,2.0,1.64,252.76,0
2026-07-22 11:06:00,2026-07-22,11:06:00,miércoles,11:00-11:59,EURUSD-OTC,reversion_bb,BUY,loss,2.0,-2.0,250.76,1
2026-07-22 11:22:00,2026-07-22,11:22:00,miércoles,11:00-11:59,EURJPY-OTC,patron_velas,SELL,loss,2.0,-2.0,248.76,1
2026-07-22 11:28:00,2026-07-22,11:28:00,miércoles,11:00-11:59,AUDCAD-OTC,reversion_bb,BUY,loss,9.68,-9.68,239.08,0
2026-07-22 11:43:00,2026-07-22,11:43:00,miércoles,11:00-11:59,USDJPY-OTC,patron_velas,BUY,loss,2.0,-2.0,237.08,1
2026-07-22 12:02:00,2026-07-22,12:02:00,miércoles,12:00-12:59,EURUSD-OTC,reversion_bb,SELL,win,4.4,3.83,240.91,0
2026-07-22 12:13:00,2026-07-22,12:13:00,miércoles,12:00-12:59,EURUSD-OTC,tendencia_rsi,BUY,loss,2.0,-2.0,238.91,1
2026-07-22 12:37:00,2026-07-22,12:37:00,miércoles,12:00-12:59,USDJPY-OTC,reversion_bb,SELL,loss,4.4,-4.4,234.51,2
2026-07-22 12:43:00,2026-07-22,12:43:00,miércoles,12:00-12:59,GBPUSD-OTC,reversion_bb,BUY,win,4.4,3.74,238.25,0
2026-07-22 12:55:00,2026-07-22,12:55:00,miércoles,12:00-12:59,EURJPY-OTC,patron_velas,SELL,loss,4.4,-4.4,233.85,2
2026-07-22 13:11:00,2026-07-22,13:11:00,miércoles,13:00-13:59,AUDCAD-OTC,reversion_bb,BUY,win,2.0,1.58,235.43,0
2026-07-22 13:15:00,2026-07-22,13:15:00,miércoles,13:00-13:59,USDJPY-OTC,reversion_bb,SELL,empate,9.68,0.0,235.43,0
2026-07-22 13:35:00,2026-07-22,13:35:00,miércoles,13:00-13:59,EURJPY-OTC,tendencia_rsi,SELL,win,9.68,7.74,243.17,0
2026-07-22 13:54:00,2026-07-22,13:54:00,miércoles,13:00-13:59,GBPUSD-OTC,patron_velas,SELL,win,2.0,1.7,244.87,0
2026-07-22 14:05:00,2026-07-22,14:05:00,miércoles,14:00-14:59,EURUSD-OTC,tendencia_rsi,SELL,win,4.4,3.83,248.7,0
2026-07-22 14:07:00,2026-07-22,14:07:00,miércoles,14:00-14:59,EURJPY-OTC,tendencia_rsi,BUY,win,2.0,1.6,250.3,0
2026-07-22 14:19:00,2026-07-22,14:19:00,miércoles,14:00-14:59,EURUSD-OTC,reversion_bb,BUY,loss,2.0,-2.0,248.3,1
2026-07-22 14:21:00,2026-07-22,14:21:00,miércoles,14:00-14:59,GBPUSD-OTC,tendencia_rsi,BUY,loss,2.0,-2.0,246.3,1
2026-07-22 14:45:00,2026-07-22,14:45:00,miércoles,14:00-14:59,GBPUSD-OTC,reversion_bb,SELL,win,4.4,3.74,250.04,0
2026-07-22 14:59:00,2026-07-22,14:59:00,miércoles,14:00-14:59,USDJPY-OTC,reversion_bb,BUY,win,2.0,1.64,251.68,0
2026-07-22 15:16:00,2026-07-22,15:16:00,miércoles,15:00-15:59,EURJPY-OTC,patron_velas,BUY,win,2.0,1.6,253.28,0
2026-07-22 15:31:00,2026-07-22,15:31:00,miércoles,15:00-15:59,USDJPY-OTC,tendencia_rsi,SELL,loss,2.0,-2.0,251.28,1
2026-07-22 15:50:00,2026-07-22,15:50:00,miércoles,15:00-15:59,EURUSD-OTC,patron_velas,BUY,win,4.4,3.83,255.11,0
2026-07-22 16:05:00,2026-07-22,16:05:00,miércoles,16:00-16:59,EURJPY-OTC,tendencia_rsi,SELL,win,2.0,1.6,256.71,0
2026-07-22 16:28:00,2026-07-22,16:28:00,miércoles,16:00-16:59,GBPUSD-OTC,reversion_bb,SELL,win,2.0,1.7,258.41,0
2026-07-22 16:38:00,2026-07-22,16:38:00,miércoles,16:00-16:59,EURUSD-OTC,reversion_bb,BUY,win,2.0,1.74,260.15,0
2026-07-22 16:45:00,2026-07-22,16:45:00,miércoles,16:00-16:59,EURUSD-OTC,reversion_bb,SELL,empate,2.0,0.0,260.15,0
2026-07-22 16:48:00,2026-07-22,16:48:00,miércoles,16:00-16:59,USDJPY-OTC,tendencia_rsi,BUY,win,4.4,3.61,263.76,0
2026-07-22 17:09:00,2026-07-22,17:09:00,miércoles,17:00-17:59,EURJPY-OTC,patron_velas,SELL,win,2.0,1.6,265.36,0
2026-07-22 17:23:00,2026-07-22,17:23:00,miércoles,17:00-17:59,GBPUSD-OTC,reversion_bb,SELL,loss,2.0,-2.0,263.36,1
2026-07-22 17:33:00,2026-07-22,17:33:00,miércoles,17:00-17:59,EURJPY-OTC,reversion_bb,BUY,win,2.0,1.6,264.96,0
2026-07-22 17:50:00,2026-07-22,17:50:00,miércoles,17:00-17:59,GBPUSD-OTC,reversion_bb,SELL,loss,4.4,-4.4,260.56,2
2026-07-22 18:08:00,2026-07-22,18:08:00,miércoles,18:00-18:59,AUDCAD-OTC,reversion_bb,BUY,win,2.0,1.58,262.14,0
2026-07-22 18:10:00,2026-07-22,18:10:00,miércoles,18:00-18:59,EURJPY-OTC,reversion_bb,SELL,win,2.0,1.6,263.74,0
2026-07-22 18:31:00,2026-07-22,18:31:00,miércoles,18:00-18:59,GBPUSD-OTC,reversion_bb,SELL,win,9.68,8.23,271.97,0
2026-07-22 18:49:00,2026-07-22,18:49:00,miércoles,18:00-18:59,GBPUSD-OTC,patron_velas,BUY,loss,2.0,-2.0,269.97,1
2026-07-22 18:55:00,2026-07-22,18:55:00,miércoles,18:00-18:59,AUDCAD-OTC,tendencia_rsi,BUY,desconocido,2.0,0.0,269.97,0
2026-07-22 19:01:00,2026-07-22,19:01:00,miércoles,19:00-19:59,EURUSD-OTC,reversion_bb,BUY,loss,2.0,-2.0,267.97,1
2026-07-22 19:18:00,2026-07-22,19:18:00,miércoles,19:00-19:59,EURJPY-OTC,tendencia_rsi,SELL,loss,2.0,-2.0,265.97,1
2026-07-22 19:20:00,2026-07-22,19:20:00,miércoles,19:00-19:59,GBPUSD-OTC,reversion_bb,SELL,loss,4.4,-4.4,261.57,2
2026-07-22 19:28:00,2026-07-22,19:28:00,miércoles,19:00-19:59,EURUSD-OTC,patron_velas,SELL,win,4.4,3.83,265.4,0
2026-07-22 19:40:00,2026-07-22,19:40:00,miércoles,19:00-19:59,USDJPY-OTC,reversion_bb,SELL,win,2.0,1.64,267.04,0
2026-07-22 20:03:00,2026-07-22,20:03:00,miércoles,20:00-20:59,EURUSD-OTC,reversion_bb,SELL,win,2.0,1.74,268.78,0
2026-07-22 20:26:00,2026-07-22,20:26:00,miércoles,20:00-20:59,EURJPY-OTC,patron_velas,SELL,loss,4.4,-4.4,264.38,2
2026-07-22 20:28:00,2026-07-22,20:28:00,miércoles,20:00-20:59,EURJPY-OTC,patron_velas,BUY,win,9.68,7.74,272.12,0
2026-07-22 20:44:00,2026-07-22,20:44:00,miércoles,20:00-20:59,EURUSD-OTC,patron_velas,SELL,loss,2.0,-2.0,270.12,1
2026-07-23 08:59:00,2026-07-23,08:59:00,jueves,08:00-08:59,AUDCAD-OTC,patron_velas,SELL,win,2.0,1.58,271.7,0
2026-07-23 09:18:00,2026-07-23,09:18:00,jueves,09:00-09:59,EURUSD-OTC,reversion_bb,BUY,win,4.4,3.83,275.53,0
2026-07-23 09:30:00,2026-07-23,09:30:00,jueves,09:00-09:59,USDJPY-OTC,reversion_bb,SELL,loss,2.0,-2.0,273.53,1
2026-07-23 09:46:00,2026-07-23,09:46:00,jueves,09:00-09:59,EURJPY-OTC,tendencia_rsi,BUY,loss,2.0,-2.0,271.53,1
2026-07-23 10:09:00,2026-07-23,10:09:00,jueves,10:00-10:59,GBPUSD-OTC,tendencia_rsi,SELL,win,9.68,8.23,279.76,0
2026-07-23 10:29:00,2026-07-23,10:29:00,jueves,10:00-10:59,EURUSD-OTC,tendencia_rsi,BUY,win,2.0,1.74,281.5,0
2026-07-23 10:44:00,2026-07-23,10:44:00,jueves,10:00-10:59,EURJPY-OTC,tendencia_rsi,BUY,loss,4.4,-4.4,277.1,2
2026-07-23 11:06:00,2026-07-23,11:06:00,jueves,11:00-11:59,GBPUSD-OTC,tendencia_rsi,SELL,win,2.0,1.7,278.8,0
2026-07-23 11:21:00,2026-07-23,11:21:00,jueves,11:00-11:59,AUDCAD-OTC,tendencia_rsi,SELL,loss,2.0,-2.0,276.8,1
2026-07-23 11:30:00,2026-07-23,11:30:00,jueves,11:00-11:59,AUDCAD-OTC,patron_velas,SELL,empate,4.4,0.0,276.8,0
2026-07-23 11:38:00,2026-07-23,11:38:00,jueves,11:00-11:59,USDJPY-OTC,reversion_bb,SELL,win,4.4,3.61,280.41,0
2026-07-23 11:46:00,2026-07-23,11:46:00,jueves,11:00-11:59,AUDCAD-OTC,reversion_bb,BUY,loss,2.0,-2.0,278.41,1
2026-07-23 11:56:00,2026-07-23,11:56:00,jueves,11:00-11:59,AUDCAD-OTC,reversion_bb,BUY,win,4.4,3.48,281.89,0
2026-07-23 12:16:00,2026-07-23,12:16:00,jueves,12:00-12:59,GBPUSD-OTC,patron_velas,BUY,loss,2.0,-2.0,279.89,1
